fecha,presion_media,presion_min,presion_max,presion_desv,humedad_media,humedad_min,humedad_max,humedad_desv,viento_media,viento_min,viento_max,viento_desv,rafaga_media,rafaga_min,rafaga_max,rafaga_desv,viento_norte,viento_este,direccion_viento,registros_del_dia,anio,dia_del_anio,estacion_anio,mes,sector_viento,temp_max_manana
2010-04-01,983.5412,978.42,989.98,3.6866,58.9962,37.72,82.7,14.7392,3.6092,0.37,7.71,2.1489,5.4734,0.84,11.25,3.2187,-2.7216,-2.1599,218.4363,144.0,2010.0,91.0,primavera,abril,SO,11.02
2010-04-02,989.4902,987.52,991.53,1.479,57.7538,26.44,90.8,22.4396,1.7297,0.29,4.37,0.9326,2.8981,0.6,6.04,1.4566,-1.4472,-0.1003,183.963,144.0,2010.0,92.0,primavera,abril,S,12.03
2010-04-03,985.4083,982.6,987.57,1.2725,64.6892,49.39,78.4,,2.1982,0.22,6.11,1.5095,3.4742,0.48,8.65,2.2154,-1.9484,-0.6165,197.5574,144.0,2010.0,93.0,otoño,abril,S,12.67
2010-04-04,984.5893,981.63,989.36,1.9651,64.9964,40.5,85.5,14.6673,11.61936,,19.640294568,2.2724,4.9731,0.6,8.08403671,3.4135,-2.6144,-1.5117,210.0376,144.0,2010.0,94.0,primavera,abril,SO,9.64
2010-04-05,996.8502,989.58,1000.67,3.3951,65.9635,49.919999999999995,80.5,9.902,1.7028,0.34,2.13751624,0.8472,3.3192,0.76,4.97718171,,-0.3169,-1.4307,257.5099,144.0,2010.0,95.0,primavera,noviembre,O,14.43
2010-04-06,998.5888,995.94,1000.83,1.9988,60.8751,35.4,88.5,20.6295,1.619,0.4,2.2990727,0.8121,2.8119,0.76,3.95191956,1.4244,-1.2418,0.4697,159.2801,144.0,2010.0,96.0,primavera,abril,S,18.36
2010-04-07,993.998,991.87,998.0323905310388,1.4903,47.985,21.65,79.8,17.9261,6.833520000000001,1.08,17.136,1.1785,3.1194,0.52,7.53,2.0327,-1.6787,0.2349,172.0354,144.0,2010.0,97.0,primavera,mayo,S,18.74
2010-04-08,995.6055,993.19,1000.48,2.1021,55.1112,30.36,79.1,14.5108,1.3658,0.38,3.29,0.643,2.6399,0.64,6.88,1.2837,-0.3286,-0.3214,224.3679,144.0,2010.0,98.0,primavera,abril,SO,12.15
2010-04-09,1002.1781,1000.44,1003.54,0.8172,61.7481,44.33,89.4,12.3156,1.4868,0.22,4.35,0.8439,,0.52,6.77,1.5209,0.5501,-0.497,317.9001,144.0,2010.0,99.0,primavera,septiembre,NO,10.26
2010-04-10,1000.2929,997.65,1004.0724478108448,1.652,68.2219,48.68,91.4,12.0336,1.6547,0.25,10.041361069525545,1.1135,3.3023,0.44,14.37,1.8378,0.4939,-0.5944,309.7238,144.0,2010.0,100.0,primavera,mayo,NO,5.24
2010-04-11,996.3082,994.22,997.55,0.6191,86.825,71.0,95.7,8.1347,11.70468,0.936,21.384,1.6665,4.9224,0.68,8.45,2.2537,2.6727,1.5726,30.4719,144.0,2010.0,101.0,primavera,mayo,NE,8.57
2010-04-12,991.89,990.35,994.09,0.9765,91.1243,78.1,96.4,5.7571,4.286,0.67,7.23,1.6654,6.0759,1.08,10.33,2.2478,3.6449,1.7076,25.1028,144.0,2010.0,102.0,primavera,agosto,NE,12.22
2010-04-13,989.3712,987.8,990.59,0.9469,74.7094,61.65,90.7,9.7168,4.3826,0.81,7.96,1.6412,6.3351,1.6,11.17,2.1444,3.915,1.8748,25.589,144.0,2010.0,103.0,primavera,abril,NE,9.11
2010-04-14,988.7264,987.93,989.86,,79.5583,64.62,92.7,8.6467,2.9062,0.56,5.41214141,1.3535,4.4504,1.2,8.51899641,1.8933,2.4978,1.1023,23.8131,144.0,2010.0,104.0,primavera,abril,NE,5.9
2010-04-15,990.2781,989.0,991.7,0.8757,87.1597,77.7,93.2,5.0477,1.7141,0.19,5.31,1.2178,2.8643,,8.01,1.7828,0.9484,0.1843,11.0,144.0,2010.0,105.0,otoño,enero,N,9.95
2010-04-16,993.3574,991.58,995.86,1.1295,76.7376,55.48,95.1,14.2005,1.3774,0.19,2.36742351,,2.505,0.32,3.51074615,1.5233,0.2089,-0.3546,300.5018,144.0,2010.0,106.0,primavera,abril,NO,16.45
2010-04-17,994.6306,991.75,996.81,1.87,61.936,27.02,94.88001629632562,21.9844,1.2006,0.22,2.59,0.6763,2.0758,0.46,4.32,1.0986,-0.5232,0.2296,156.3053,144.0,2010.0,107.0,primavera,mayo,SE,17.84
2010-04-18,987.1219,983.59,992.05,2.8894,58.6052,31.929999999999996,93.4,21.5933,,0.756,20.304,149.54000000000002,3.0308,0.44,8.21,109.38,0.7954,0.5653,35.4033,144.0,2010.0,108.0,primavera,noviembre,NE,14.01
2010-04-19,986.8878,984.21,989.25,1.4214,67.0647,52.83,88.3,10.9964,8.24688,0.864,12.52683936,1.7265,3.5616,0.44,4.82805267,2.4006,1.4513,1.2125,39.8772,144.0,2010.0,109.0,primavera,octubre,NE,16.95
2010-04-20,986.5524,983.88,989.21,1.6397,56.823800000000006,30.69,80.8,14.6275,5.796,0.8280000000000001,17.748,0.7891,3.0919,0.52,8.31,1.6293,0.0407,-0.4356,275.3428,144.0,2010.0,110.0,primavera,noviembre,O,7.8
2010-04-22,989.9285,988.02,991.59,1.1611,54.3607,31.13,75.8,14.9873,1.927,0.24,3.45,0.8811,3.3615,0.44,6.69,1.3712,0.0991,-1.157,274.8966,144.0,2010.0,112.0,primavera,febrero,O,14.79
2010-04-23,989.2224,987.96,991.1,0.8008,54.653600000000004,28.82,86.0,18.3056,1.5317,0.21,,1.231,2.5055,0.4,10.74317199370902,1.742,,0.7031,53.4957,144.0,2010.0,113.0,primavera,julio,NE,18.07
2010-04-24,993.6544,991.19,1000.628283752811,1.5255,53.5655,33.06,85.3,17.1051,1.7381,0.13,4.61,1.1973,2.8619,0.28,6.68,1.7865,0.8365,1.0057,50.2475,144.0,2010.0,114.0,primavera,abril,NE,21.88
2010-04-25,996.1862,994.06,998.27,1.4082,52.8978,28.41,84.3,16.843,5.12208,0.6120000000000001,14.184,1.0723,2.5678,0.36,7.0,1.8686,-0.505,0.681,126.5599,144.0,2010.0,115.0,primavera,junio,SE,16.88
2010-04-26,994.8513,992.49,997.35,1.3094,69.3304,49.31,90.6,10.6044,,0.26,3.51,0.7344,3.0984,0.74,7.73,1.5147,-0.4417,-1.079,247.7375,144.0,2010.0,116.0,primavera,abril,O,16.19
2010-04-27,999.1458,997.4,1000.78,1.0228,64.9635,,85.5,13.6014,6.96096,0.684,8.72404884,0.8871,3.7011,0.76,7.77,1.7177,-0.0943,-1.648,266.7245,144.0,2010.0,117.0,primavera,julio,O,20.83
2010-04-28,998.3433,994.02,1001.03,2.5643,,30.48,93.7,21.2146,1.4021,0.23,4.01,0.8032,2.464,0.56,7.921981992290343,1.3523,-0.4996,0.4425,138.4708,144.0,2010.0,118.0,primavera,abril,SE,24.63
2010-04-29,988.1486,982.58,994.28,3.7698,51.5399,,85.5,20.6048,2.4159,0.27,5.7,1.4359,3.7914,0.68,8.48,2.2094,-1.9756,-0.9977,206.7934,144.0,2010.0,119.0,primavera,mayo,SO,21.99
2010-04-30,981.8915,980.44,984.05,0.9646,56.8988,37.3,90.0,,11.2878,1.116,19.707402636,2.4861,5.4206,0.6,9.58775453,3.8407,-2.0019,-1.729,220.8171,144.0,2010.0,120.0,primavera,abril,SO,14.78
2010-05-01,983.5897,982.28,984.41,0.597,75.9077,59.19,90.8,9.095,1.6733,0.32,4.34,1.0362,2.7649,0.68,6.4,1.5246,-0.6541,-0.9653,,144.0,2010.0,121.0,primavera,agosto,SO,12.62
2010-05-02,983.4957,981.9,984.56,0.9909,86.0743,71.0,95.0,6.7405,1.9572,0.27,4.16,0.9834,2.8285,0.52,5.46,1.2542,1.6571,0.7044,23.0284,144.0,2010.0,122.0,primavera,febrero,NE,14.91
2010-05-03,983.3131,980.98,988.18,2.2675,82.8998,56.68,95.7,12.8944,1.8337,0.24,5.37,1.2917,3.1152,0.44,7.04,1.9983,0.408,-0.4854,,144.0,2010.0,123.0,primavera,mayo,NO,8.68
2010-05-04,990.491,988.09,992.43,1.1058,85.6294,59.21999999999999,96.4,9.66,2.4977,0.27,5.36,1.5276,3.8678,0.52,8.05,2.2068,2.0915,0.9833,25.1806,144.0,2010.0,124.0,primavera,mayo,NE,10.78
2010-05-05,989.5318,982.92,993.05,3.3035,59.7267,46.66,79.8,8.8333,4.0103,0.87,10.011113754427548,,6.51,2.08,11.01,2.1146,2.6868,2.7231,45.3851,144.0,2010.0,125.0,primavera,mayo,NE,6.13
2010-05-06,976.4279,974.13,982.7,2.2772,96.2688,80.5,98.0,3.1362,4.001,0.47,6.29,1.6222,5.7622,1.26,9.43,2.1712,3.5814,1.706,25.471,144.0,2010.0,126.0,primavera,mayo,NE,8.96
2010-05-07,979.0749,975.71,982.53,2.2225,86.1681,73.2,98.5,8.7888,2.2757,0.26,5.3,1.3022,3.3936,0.56,8.09,1.9255,-2.0077,-0.4296,192.0784,144.0,2010.0,127.0,primavera,mayo,S,14.27
2010-05-08,983.2728,982.33,984.26,0.5323,71.209,50.23,94.8,15.5367,6.44832,0.792,15.228000000000002,1.074,3.0001,0.44,6.56,1.6509,-1.2064,-0.6675,208.9548,144.0,2010.0,128.0,primavera,abril,SO,16.72
2010-05-09,982.1024,979.99,984.26,1.4817,78.7208,37.96,95.3,18.8449,4.4168400000000005,0.5760000000000001,17.1,76.1,2.0592,0.32,7.89,60.23500000000001,-0.4445,-0.1626,200.0965,144.0,2010.0,129.0,primavera,noviembre,S,9.23
2010-05-10,981.3194,979.22,983.46,1.314,91.0597,82.8,95.9,3.9307,2.4781,0.17,4.69,1.1972,3.6038,0.48,6.45,1.5003,1.9895,1.3399,33.9599,144.0,2010.0,130.0,primavera,mayo,NE,11.21
2010-05-12,980.1565,976.2,983.57,2.2448,76.9885,55.279999999999994,97.8,14.7929,2.6565,0.42,6.17,1.7074,4.3028,1.04,9.17,2.3774,-1.6975,-1.401,219.5341,144.0,2010.0,132.0,primavera,mayo,SO,9.2
2010-05-13,984.0877,983.25,984.82,0.3929,77.6884,69.83,84.9,3.7876,1.4672,0.38,3.6,0.7288,2.5283,0.88,5.09,1.0377,1.0971,0.3193,16.2289,144.0,2010.0,133.0,primavera,mayo,N,8.59
2010-05-14,983.8815,983.37,984.45,0.3342,85.6792,71.3,94.8,6.6657,1.1519,0.33,2.77,0.5815,2.1784,0.64,4.61,0.9389,0.5813,-0.0452,355.5565,144.0,2010.0,134.0,otoño,mayo,N,7.51
2010-05-15,983.2032,982.48,984.21,0.5635,86.8639,73.9,94.6,5.4924,1.4994,0.4,3.01,0.5142,2.9689,0.96,6.29,1.1145,-0.2647,-1.3974,,144.0,2010.0,135.0,primavera,mayo,O,13.8
2010-05-16,986.0356,982.77,990.09,2.2714,64.1501,46.18,81.2,12.3698,2.2149,0.48,3.68,0.6837,4.2215,1.04,8.05,1.5155,-0.2581,-2.0599,262.857,144.0,2010.0,136.0,primavera,mayo,O,15.46
2010-05-17,992.2201,990.1,994.48,0.9481,68.5212,46.75,93.0,15.1533,1.4008,0.19,2.1126614,0.8008,2.856,0.36,,1.5907,0.1101,-0.8171,277.6718,144.0,2010.0,137.0,primavera,noviembre,O,11.72
2010-05-18,996.1187,994.41,997.26,0.8258,66.8976,50.68,85.3,10.8936,1.7781,0.5,3.51,0.6488,3.8016,1.08,7.77,1.5326,0.0262,-1.5982,270.9407,144.0,2010.0,138.0,primavera,enero,O,9.29
2010-05-19,994.2712,993.17,995.79,0.7292,91.6868,74.6,97.7,5.6783,2.2481,0.44,4.26,0.9978,4.2112,0.96,7.01,1.5748,-0.639,-1.7592,250.0376,144.0,2010.0,139.0,primavera,mayo,O,11.81
2010-05-20,998.7756,995.71,1001.04,1.6964,95.3104,91.4,97.5,1.7216,1.6201,0.38,6.67320236582554,0.8983,2.794,1.0,5.24,1.0707,-0.5186,-1.1815,246.3013,144.0,2010.0,140.0,primavera,mayo,SO,20.85
2010-05-21,1000.0148,998.61,1001.05,0.822,75.196,,,13.4499,3.9294,0.6120000000000001,12.6,0.647,2.0254,0.4,5.72,1.055,0.1864,-0.0429,347.0397,,2010.0,141.0,primavera,febrero,N,20.37
2010-05-22,997.0282,994.88,999.0,1.3355,75.6062,34.87,98.0,20.1947,2.0687,0.34,3.5418147,1.3892,3.4074,0.39767744,11.09819021401451,1.9226,0.9552,0.2726,15.9266,144.0,2010.0,142.0,primavera,mayo,N,22.86
2010-05-23,993.4859,990.36,996.05,1.8095,71.7853,39.77,91.0,15.0002,5.3334,1.1880000000000002,14.112,0.6835,2.7526,0.68,7.22,1.2208,0.0604,-0.8901,273.8799,144.0,2010.0,143.0,primavera,agosto,O,22.96
2010-05-24,985.2567,981.03,993.0874028104608,2.833,72.8769,49.29,92.1,12.9643,1.8148,0.36,2.2990727,0.846,3.2373,0.86,8.93,1.6359,-0.4713,,249.7084,144.0,2010.0,144.0,primavera,mayo,O,19.01
2010-05-25,984.2751,983.03,985.09,0.5505,69.206,45.54,96.88517983128668,17.4788,5.84316,0.6120000000000001,15.624,0.9226,3.3144,0.36,7.73,1.9342,0.6181,-0.5857,316.5441,144.0,2010.0,145.0,primavera,enero,NO,14.63
2010-05-26,982.4022,978.16,984.9,2.1048,74.3139,52.8,94.8,11.3747,2.1353,0.3,1.64865519686707,1.0354,3.3368,0.6,3.93327843,1.4983,0.607,1.0086,58.9617,144.0,2010.0,146.0,otoño,mayo,NE,15.96
2010-05-27,981.6792,977.6,984.67,2.4929,82.8474,59.87,97.9,12.7308,1.0478,0.23,3.8314097514495353,0.4554,2.1508,0.48,5.12,0.9955,0.0841,-0.4141,281.4798,144.0,2010.0,147.0,primavera,mayo,O,16.48
2010-05-28,985.9925,983.51,991.36,2.3203,82.0886,65.95,92.5,8.2679,4.46472,0.7200000000000001,9.972,0.5506,2.1576,0.5,4.44,0.911,-0.4173,-0.6289,236.4323,144.0,2010.0,148.0,primavera,noviembre,SO,20.43
2010-05-29,991.1369,986.36,993.87,2.2734,67.6454,39.56,98.0,22.6877,1.4737,0.39,2.12508882,0.6637,2.4782,0.84,3.70337116,1.1423,-1.1009,0.0534,177.2219,144.0,2010.0,149.0,primavera,enero,S,18.66
2010-05-30,980.565,977.37,986.19,2.6262,80.35,56.52,95.4,10.1683,9.207,1.4400000000000002,27.36,1.5939,4.2024,1.0,9.95,2.2319,-1.924,-1.2563,213.1421,144.0,2010.0,150.0,primavera,diciembre,SO,12.61
2010-05-31,982.7478,978.6,986.69,2.1922,83.7007,67.58,,7.9192,2.5017,1.01,4.46,0.6293,4.6635,2.32,8.45,1.1284,-0.5479,-2.3933,257.1063,,2010.0,151.0,primavera,mayo,O,10.99
2010-06-01,985.7027,985.19,986.31,0.2455,92.3847,84.5,96.0,3.1071,2.0421,0.28,4.49,1.1477,3.5626,0.64,6.89,1.5758,-0.2549,-1.718,261.5592,144.0,2010.0,152.0,otoño,junio,O,13.63
2010-06-02,987.2385,985.64,989.2,1.0986,89.8919,66.43,96.7,9.0145,1.4965,0.61,2.37363722,0.5593,3.2408,1.48,4.349597,1.0681,0.087,-0.5506,278.977,144.0,2010.0,153.0,otoño,junio,O,20.57
2010-06-03,990.3269,988.64,992.28,0.9101,61.7652,45.86,74.7,8.747,3.1482,0.81,6.84,1.9724,5.5434,1.52,10.97,2.8259,2.1405,1.1391,28.02,144.0,2010.0,154.0,otoño,junio,NE,22.33
2010-06-04,993.1731,992.0,995.0,0.7214,64.5377,44.25,89.5,12.3151,1.4861,0.23,2.74024611,0.9018,2.7039,0.36,3.95191956,1.4535,0.7912,-0.1383,350.0836,144.0,2010.0,155.0,verano,marzo,N,25.8
2010-06-05,992.9093,990.34,995.11,1.8524,65.3404,40.37,95.7,18.3573,,0.6120000000000001,14.004,0.7504,2.4425,0.28,5.4,1.186,0.2176,0.3278,56.4203,144.0,,156.0,invierno,enero,NE,28.53
2010-06-06,985.977,981.99,991.873919889664,2.9336,63.3431,35.36,95.0,19.1901,1.7765,0.19,2.82102434,1.0139,3.0162,0.44,4.4738712000000005,1.6689,-0.5533,-0.1605,196.1758,144.0,2010.0,157.0,verano,junio,S,21.4
2010-06-07,983.9993,982.62,989.1220515959644,,65.7976,46.92,85.7,12.0785,7.841880000000001,1.152,25.596,1.1978,4.0388,0.52,10.89,2.1787,-0.7476,-1.6842,246.0655,144.0,2010.0,158.0,invierno,septiembre,SO,26.84
2010-06-08,982.2701,979.84,984.69,1.715,63.5633,37.01,,19.1055,1.7326,0.2,4.72,0.9997,2.9317,0.4,7.68,1.7093,-0.9427,,188.8097,144.0,2010.0,159.0,otoño,junio,S,29.69
2010-06-09,980.8706,979.64,982.02,0.7847,61.1468,,85.3,15.2282,2.0599,0.24,5.51,1.2302,3.3485,0.44,8.64,1.7638,-0.6048,0.5495,137.7404,144.0,2010.0,160.0,verano,febrero,SE,29.18
2010-06-10,980.076,978.79,981.02,0.5982,66.5321,42.84,87.52200505646874,12.762,6.273,0.684,19.008000000000003,,2.9078,0.46,7.16,74.17,0.1127,0.6907,80.7346,144.0,2010.0,161.0,invierno,agosto,E,24.99
2010-06-11,980.5151,978.1,982.4,1.224,65.2177,46.67,95.1,14.0055,3.126,0.18,6.91,1.6349,5.1428,0.48,12.22,2.5602,-2.006,-2.1111,226.4621,144.0,2010.0,162.0,otoño,mayo,SO,21.08
2010-06-12,983.8865,982.14,989.4082188846048,1.6586,74.5768,60.17,86.3,6.1271,1.5181,0.26,6.67,1.1151,2.6122,0.64,9.21,1.6987,-0.214,-0.6719,252.3332,144.0,2010.0,163.0,verano,junio,O,18.41
2010-06-13,988.6304,986.86,990.34,1.0994,67.2226,48.66,91.0,13.2572,8.04168,0.8280000000000001,16.884,1.0543,3.864,0.68,9.57,1.5836,1.1816,0.0904,4.3739,,2010.0,164.0,invierno,mayo,N,16.77
2010-06-14,989.0653,987.08,992.19,1.4292,69.0931,57.22,,6.6922,1.497,0.2,4.4,0.8982,2.3697,0.48,6.68,1.4045,0.3662,0.4365,,,2010.0,165.0,verano,junio,NE,19.07
2010-06-15,993.4415,991.81,999.2806727338474,1.0752,71.6975,54.27,91.66276846595864,10.4577,2.5738,0.19,6.0,1.5675,4.0371,0.4,8.41,2.2523,2.0907,1.198,29.8137,144.0,2010.0,166.0,verano,junio,NE,19.39
2010-06-16,994.3778,992.58,996.18,1.2248,57.3974,42.07,76.1,10.0528,3.9957,0.88,4.61678653,1.5647,6.1619,1.8,10.85,2.5869,2.5429,2.7794,47.544,144.0,2010.0,167.0,verano,abril,NE,21.52
2010-06-17,990.5867,986.92,993.54,2.1707,,41.16,72.2,10.3101,3.6249,0.37,4.11968973,1.643,5.5388,0.64,6.05836725,2.5515,,2.3003,44.8228,144.0,2010.0,168.0,invierno,enero,NE,21.92
2010-06-18,982.9563,980.72,986.84,1.7288,62.0452,43.46,77.9,,2.361,0.2,5.84,1.376,4.4346,0.4,9.89,2.1691,1.6313,0.1258,4.4079,144.0,2010.0,169.0,otoño,julio,N,15.98
2010-06-19,980.3094,978.93,981.78,0.7759,61.4241,39.59,78.00223675183815,11.2101,1.9999,0.46,4.11,0.6625,3.6344,1.08,9.56533442661028,1.2367,-0.3478,-1.6699,258.2362,144.0,2010.0,170.0,verano,junio,O,17.1
2010-06-20,984.9274,981.19,,2.3486,63.0392,45.41,79.5,10.8541,1.7382,0.5,3.58,0.6392,3.2446,1.06,6.12,1.1631,0.2757,-0.8247,288.4842,144.0,2010.0,171.0,verano,junio,O,15.11
2010-06-21,991.991,989.18,994.88,1.5659,69.8227,56.27,85.0,10.0447,1.4384,0.24,3.9,0.8554,2.6885,0.46,6.16,1.3792,0.7567,0.0876,6.6031,144.0,2010.0,172.0,invierno,junio,N,19.23
2010-06-24,991.3999,989.23,993.65,1.4476,57.0001,39.72,83.8,14.8373,,0.2,3.54,0.7059,2.4869,0.52,6.92,1.5341,0.4158,-0.0683,350.6742,144.0,2010.0,175.0,verano,junio,N,25.58
2010-06-25,988.5058,987.44,989.73,0.6772,67.0338,43.68,87.8,13.0594,1.8183,0.19,5.67,1.3685,3.1146,0.44,,2.147,0.5916,0.2265,20.9499,144.0,2010.0,176.0,invierno,mayo,N,23.26
2010-06-26,990.8678,989.57,992.79,0.7017,57.5938,41.32,74.1,9.1531,2.0253,0.2,3.36783082,1.234,3.4474,0.2236935599999999,11.292532355744983,1.8907,1.4049,0.9115,32.9743,144.0,2010.0,177.0,verano,junio,NE,24.66
2010-06-27,993.3922,992.52,,0.4439,59.6183,41.12,90.4,16.0907,1.8533,,4.51,1.3974,3.1171,0.4,8.44,2.2734,0.7064,1.297,61.4249,,2010.0,178.0,invierno,mayo,NE,26.67
2010-06-28,992.5548,991.34,993.71,0.8038,55.0306,37.2,87.0,16.4508,1.7302,0.16,4.55,1.3983,2.8125,0.32,7.36,2.1003,0.7872,0.9125,49.2179,144.0,,179.0,verano,agosto,NE,29.2
2010-06-29,991.1472,989.47,992.19,0.9046,54.9894,36.72,83.5,15.4786,1.5217,0.23,4.65,1.0124,,0.52,7.08,1.645,0.2402,-0.0163,356.1195,144.0,2010.0,180.0,invierno,junio,N,27.59
2010-06-30,991.9681,990.82,993.04,0.6178,60.3794,39.18999999999999,77.6,11.1483,1.6628,0.14,3.56,0.9251,2.9428,0.32,6.4,1.5452,1.008,0.3948,21.39,144.0,2010.0,181.0,invierno,junio,N,29.03
2010-07-01,990.4292,989.1,992.06,0.8498,60.3077,37.51,89.4,17.2378,1.4374,0.15,3.23,0.811,2.4914,0.36,5.32,1.2954,0.659,0.2537,21.0579,144.0,2010.0,182.0,verano,agosto,N,30.61
2010-07-02,990.1361,988.92,990.84,0.6349,54.6587,33.67,85.4,17.2655,1.8548,0.16,3.78414939,1.5966,3.0945,0.44,8.44,2.3459,0.36,1.1351,72.4017,144.0,2010.0,183.0,invierno,julio,E,31.3
2010-07-03,990.1452,988.59,991.1,0.7868,49.2611,33.86,76.1,13.6651,,0.432,11.922866748,1.6044,3.2292,0.32,5.1573793000000006,2.4499,0.4213,1.12,69.3844,144.0,2010.0,184.0,invierno,agosto,E,27.14
2010-07-04,991.0611,989.96,992.35,,70.8363,58.41,93.9,9.1938,1.6888,0.31,2.83345176,1.179,2.9619,0.56,4.32474216,1.838,0.8013,0.4707,30.4296,144.0,2010.0,185.0,verano,julio,NE,27.62
2010-07-05,990.8578,989.19,991.94,0.836,78.4585,45.9,97.9,15.9156,1.259,0.17,3.52,0.7117,2.2638,0.4,5.7,1.2422,-0.0362,0.0761,115.4099,144.0,2010.0,186.0,verano,julio,SE,19.94
2010-07-06,994.3294,991.56,996.62,1.6512,71.8854,,94.3,15.4007,,0.24,,0.7343,2.9048,0.56,6.77,1.2594,-0.149,-1.2737,263.3273,144.0,2010.0,187.0,verano,julio,O,23.98
2010-07-07,996.1588,994.87,996.9,0.6751,61.1667,37.61,93.0,,1.2883,0.26,3.59,0.6093,2.3872,0.56,7.0,1.1604,-0.1362,-0.0218,189.1011,144.0,2010.0,188.0,verano,julio,S,29.49
2010-07-08,994.2855,992.64,996.06,1.0571,56.3033,33.61,89.37927043098468,18.1929,1.5954,0.15,4.33,0.8246,2.6258,0.44,5.96,1.2782,-0.0803,0.5583,98.1796,144.0,2010.0,189.0,invierno,abril,E,33.43
2010-07-09,992.8331,991.0,994.33,1.0775,51.9891,27.97,88.9,,,0.648,15.336,1.1653,3.1638,0.4,7.28,1.9161,-1.5859,0.1287,175.3616,144.0,2010.0,190.0,invierno,mayo,S,33.35
2010-07-10,991.8615,990.26,993.21,1.0672,53.2151,33.73,75.41797013099581,13.6894,1.6652,0.22,2.24314931,0.934,,0.48,3.75308084,1.4123,0.1038,0.7046,81.6182,144.0,2010.0,191.0,verano,julio,E,34.92
2010-07-11,,987.79,990.71,0.8206,52.9551,29.35,76.5,16.6113,6.631200000000001,0.5760000000000001,,1.1514,3.2117,0.36,7.44,1.9433,-1.0076,,192.4824,144.0,2010.0,192.0,invierno,mayo,S,33.45
2010-07-12,986.5395,982.69,989.83,2.2268,62.5644,35.45,93.3,16.8478,7.153200000000001,0.972,14.741405604,139.39999999999998,3.4672,0.56,8.40714963,116.79,-0.3219,-0.5434,239.3543,144.0,2010.0,193.0,invierno,septiembre,SO,28.21
2010-07-13,985.5278,984.39,986.87,0.6369,70.842,47.71,96.6,16.7805,,0.6120000000000001,12.348,0.7084,2.6357,0.4,5.52,1.084,-0.069,-0.0951,234.0426,144.0,2010.0,194.0,invierno,julio,SO,33.44
2010-07-14,983.4233,979.07,986.04,2.4599,59.7727,33.40999999999999,95.1,22.1647,1.8899,0.18,5.91,1.1628,3.2856,0.44,11.76,2.1687,,0.1038,175.7723,144.0,2010.0,195.0,verano,julio,S,26.42
2010-07-15,987.4847,983.38,991.2,2.1358,66.1715,41.42,94.1,18.65,9.84564,1.152,22.536,173.9,4.4383,0.72,10.28,132.12,-1.8183,-1.5064,219.6395,144.0,2010.0,196.0,invierno,junio,SO,33.7
2010-07-16,989.4465,987.27,991.32,1.4374,57.067,32.25,90.7,18.5938,1.6802,0.29,4.0,1.0399,2.9238,0.68,6.8,1.7555,-1.3024,-0.2878,192.4596,144.0,2010.0,197.0,verano,mayo,S,26.57
2010-07-17,991.8358,988.55,,1.9722,69.6636,46.26,89.9,13.7308,5.8615200000000005,0.972,13.932,82.72,3.0156,0.56,9.371644758356853,73.085,-0.1274,-0.8043,261.0015,144.0,2010.0,198.0,invierno,septiembre,O,25.55
2010-07-18,998.9731,996.11,1000.53,1.1284,59.8617,30.59,87.5,20.6621,1.7334,0.15,4.27,0.9309,3.1142,,0.4,1.5482,0.5565,,323.5417,144.0,2010.0,199.0,invierno,febrero,NO,24.86
2010-07-19,997.3678,994.7,999.67,1.8532,55.1385,34.52,86.9,18.1205,1.5608,0.17,4.97,1.0792,2.6978,0.36,9.24,1.8303,0.1771,0.8298,77.9514,144.0,2010.0,200.0,invierno,julio,E,26.96
2010-07-20,990.1238,985.78,994.88,3.2072,56.8588,37.44,85.5,15.9491,2.0191,0.23,4.8,1.272,,0.56,8.0,2.0591,0.3279,1.2171,74.9214,,2010.0,201.0,invierno,julio,E,33.86
2010-07-21,982.9801,981.0,985.74,1.3276,53.262600000000006,28.5,89.9,20.8437,,0.23,4.84,1.19,3.3926,0.56,9.04,2.0451,-1.584,-0.5291,198.4712,144.0,2010.0,202.0,verano,julio,S,29.78
2010-07-22,986.199,982.96,989.23,1.7256,69.2656,43.43999999999999,95.6,16.7794,5.06412,1.476,8.992481112,0.6958,2.579,0.84,3.9767744,,-0.1936,-0.2757,234.9197,144.0,2010.0,203.0,invierno,abril,SO,20.24
2010-07-23,988.706,987.64,989.64,0.4902,91.5986,77.8,95.6,5.0431,2.1539,0.38,5.31,1.3576,3.3474,0.64,7.56,1.857,0.3312,-0.5281,302.0961,144.0,2010.0,204.0,invierno,julio,NO,19.9
2010-07-24,989.4901,988.11,990.71,0.8236,70.718,43.15,95.7,19.5606,8.50572,3.78,13.824,0.628,4.3183,1.84,8.0,1.0785,-0.3807,-2.2396,260.3533,144.0,2010.0,205.0,invierno,marzo,O,21.84
2010-07-25,988.4481,986.66,990.6,1.3229,54.7125,29.9,75.7,14.8547,8.159400000000002,0.972,14.94,76.42,3.9796,0.7,6.84,65.835,-0.4664,-2.0489,257.1757,144.0,2010.0,206.0,invierno,mayo,O,22.51
2010-07-26,986.0322,984.02,987.76,0.9561,72.71,44.68,93.6,13.723,1.3818,0.38,4.81,1.0051,2.4117,0.72,12.13910300513704,1.6882,-0.8312,-0.2421,196.2418,144.0,2010.0,207.0,verano,julio,S,23.79
